ds,y,metric,instance
2025-08-07 11:51:00+00:00,0.1799116666666667,node_disk_writes_merged_total,node-exporter-01.u-cloudsolutions.xyz
2025-08-07 11:52:00+00:00,0.5651622222222222,node_disk_writes_merged_total,node-exporter-01.u-cloudsolutions.xyz
2025-08-07 11:53:00+00:00,0.908067,node_disk_writes_merged_total,node-exporter-01.u-cloudsolutions.xyz
2025-08-07 11:54:00+00:00,1.1903466666666669,node_disk_writes_merged_total,node-exporter-01.u-cloudsolutions.xyz
2025-08-07 11:55:00+00:00,1.4865783333333336,node_disk_writes_merged_total,node-exporter-01.u-cloudsolutions.xyz
2025-08-07 11:56:00+00:00,1.6847457627118645,node_disk_writes_merged_total,node-exporter-01.u-cloudsolutions.xyz
2025-08-07 11:57:00+00:00,1.694915254237288,node_disk_writes_merged_total,node-exporter-01.u-cloudsolutions.xyz
2025-08-07 11:58:00+00:00,1.888135593220339,node_disk_writes_merged_total,node-exporter-01.u-cloudsolutions.xyz
2025-08-07 11:59:00+00:00,2.016949152542373,node_disk_writes_merged_total,node-exporter-01.u-cloudsolutions.xyz
2025-08-07 12:00:00+00:00,2.2203389830508478,node_disk_writes_merged_total,node-exporter-01.u-cloudsolutions.xyz
2025-08-07 12:01:00+00:00,2.2610169491525425,node_disk_writes_merged_total,node-exporter-01.u-cloudsolutions.xyz
2025-08-07 12:02:00+00:00,2.2847457627118644,node_disk_writes_merged_total,node-exporter-01.u-cloudsolutions.xyz
2025-08-07 12:03:00+00:00,2.2203389830508478,node_disk_writes_merged_total,node-exporter-01.u-cloudsolutions.xyz
2025-08-07 12:04:00+00:00,2.1864406779661016,node_disk_writes_merged_total,node-exporter-01.u-cloudsolutions.xyz
2025-08-07 12:05:00+00:00,2.0542372881355933,node_disk_writes_merged_total,node-exporter-01.u-cloudsolutions.xyz
2025-08-07 12:06:00+00:00,2.0508474576271185,node_disk_writes_merged_total,node-exporter-01.u-cloudsolutions.xyz
